Timestamp,Sample_Time,CH1,CH3
166160528,0,568,547
166172287,11759,573,545
166184046,23518,565,545
166195860,35332,566,536
166207656,47128,571,536
166219397,58869,565,543
166231212,70684,571,547
166242915,82387,563,541
166254674,94146,572,549
166266433,105905,570,565
166278211,117683,565,547
166290026,129498,574,560
166301785,141257,569,562
166313525,152997,575,558
166325321,164793,565,548
166337025,176497,572,540
166348784,188256,569,540
166360598,200070,566,536
166372320,211792,565,541
166384024,223496,565,541
166395765,235237,559,536
166407598,247070,571,533
166419338,258810,555,537
166431097,270569,568,549
166442856,282328,565,543
166454615,294087,561,546
166466356,305828,570,564
166478097,317569,567,539
166489800,329272,570,555
166501559,341031,573,540
166513281,352753,572,547
166525022,364494,567,540
166536744,376216,573,537
166548521,387993,569,542
166560243,399715,573,541
166572021,411493,562,538
166583798,423270,569,550
166595558,435030,569,547
166607280,446752,569,553
166619039,458511,566,558
166630853,470325,569,546
166642594,482066,572,550
166654371,493843,563,550
166666093,505565,585,542
166677834,517306,577,533
166689630,529102,568,535
166701445,540917,579,543
166713259,552731,572,549
166725000,564472,563,536
166736759,576231,571,553
166748537,588009,552,553
166760259,599731,565,549
166772018,611490,558,545
166783832,623304,568,549
166795554,635026,570,535
166807276,646748,568,542
166819017,658489,562,531
166830776,670248,565,535
166842498,681970,566,534
166854257,693729,568,540
166866053,705525,570,551
166877775,717247,571,544
166889516,728988,570,547
166901238,740710,567,548
166913034,752506,570,551
166924756,764228,568,537
166936496,775968,569,549
166948255,787727,572,560
166960015,799487,560,553
166971718,811190,567,540
166983533,823005,567,554
166995292,834764,576,553
167007051,846523,576,541
167018865,858337,572,536
167030717,870189,567,547
167042476,881948,571,544
167054254,893726,570,548
167065994,905466,575,543
167077698,917170,570,551
167089420,928892,574,547
167101142,940614,578,553
167112938,952410,570,547
167124660,964132,574,535
167136419,975891,580,548
167148234,987706,559,545
167160030,999502,566,554
167171770,1011242,567,541
167183511,1022983,561,554
167195233,1034705,569,551
167207029,1046501,555,546
167218770,1058242,559,541
167230547,1070019,565,539
167242306,1081778,563,536
167254102,1093574,568,545
167265824,1105296,570,546
167277676,1117148,567,551
167289417,1128889,574,548
167301213,1140685,570,551
167312972,1152444,568,550
167324749,1164221,572,550
167336508,1175980,567,546
167348230,1187702,571,540
167360027,1199499,567,547
167371860,1211332,566,539
167383767,1223239,560,543
167395619,1235091,566,549
167407415,1246887,570,543
167419192,1258664,574,546
167430914,1270386,558,547
167442729,1282201,575,547
167454488,1293960,572,542
167466266,1305738,577,550
167478006,1317478,572,550
167489876,1329348,566,559
167501635,1341107,566,555
167513394,1352866,569,547
167525135,1364607,579,545
167537005,1376477,565,540
167548764,1388236,562,535
167560542,1400014,580,547
167572338,1411810,564,551
167584152,1423624,567,540
167595875,1435347,564,531
167607560,1447032,565,535
167619374,1458846,565,541
167631133,1470605,570,540
167642892,1482364,569,539
167654614,1494086,561,540
167666336,1505808,570,550
167678188,1517660,566,550
167690003,1529475,561,556
167701799,1541271,575,549
167713558,1553030,563,540
167725335,1564807,565,551
167737057,1576529,566,550
167748872,1588344,572,548
167760594,1600066,577,551
167772353,1611825,568,540
167784075,1623547,571,544
167795890,1635362,578,538
167807649,1647121,568,547
167819371,1658843,566,552
167831093,1670565,571,549
167842870,1682342,570,556
167854667,1694139,573,548
167866555,1706027,570,553
167878370,1717842,579,552
167890129,1729601,576,545
167901888,1741360,573,541
167913666,1753138,573,539
167925425,1764897,573,541
167937239,1776711,568,544
167948998,1788470,567,548
167960776,1800248,562,549
167972535,1812007,558,538
167984405,1823877,570,552
167996164,1835636,568,546
168007923,1847395,577,546
168019645,1859117,575,541
168031441,1870913,565,537
168043201,1882673,567,542
168054960,1894432,575,550
168066719,1906191,564,551
168078478,1917950,576,559
168090255,1929727,562,544
168102088,1941560,579,546
